X,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,BQ2_quality
4041.328364,5.63691285,0.258691285,0.462952735,9.297311694,0.04861743,58.61742997,163.2483015,0.994030938,3.290604135,0.547248155,10.5476514,"(6,9]"
4014.504231,6.616284111,0.278097366,0.357504231,9.036989636,0.048608843,34.58758201,115.5663212,0.994556849,3.25,0.545327375,10.95433679,"(6,9]"
4457.336286,5.657013932,0.252149303,0.42746517,11.55520898,0.04744791,52.88679561,145.9138699,0.994982084,3.238597214,0.564388854,10.4,"(6,9]"
2745.776075,6.233750449,0.217875105,0.34,6.262495506,0.031125015,35.21248952,94.37504494,0.991367375,3.31549994,0.453375045,12.4549994,"(6,9]"
2757.716888,6.392159352,0.24843187,0.325588049,5.302924371,0.028558805,37.44119514,93.40199191,0.990895582,3.28156813,0.522059757,12.54803984,"(6,9]"
2797.819806,6.47527421,0.265054842,0.319354434,4.741899083,0.027935443,38.06455657,94.44092762,0.990677405,3.264945158,0.553227829,12.56881855,"(6,9]"
997.1081957,7.026043497,0.232186951,0.31739565,1.951087423,0.03283304,39.26043497,127.9482644,0.992039065,3.17,0.412186951,11.09582601,"(6,9]"
815.7539797,7.1,0.21,0.31560248,2.903603156,0.029963968,33.27702367,141.439752,0.992626211,3.186807441,0.490844645,10.35180158,"(6,9]"
874.4029377,7.1,0.21,0.319535418,2.274333096,0.036256669,28.55749822,141.0464582,0.992960511,3.198606254,0.561637527,10.03716655,"(6,9]"
4310.660396,5.597861419,0.316809239,0.290213858,4.065953806,0.03,23.70230968,93.49016261,0.990514457,3.306595381,0.397023097,11.87023097,"(6,9]"
4259.677734,5.62305878,0.315129415,0.287694122,4.074352927,0.03,23.28235366,91.64235611,0.990540494,3.307435293,0.392823537,11.82823537,"(6,9]"
4670.347382,5.487739462,0.297828864,0.301226054,3.21034484,0.029122605,26.70753513,105.9527459,0.990067254,3.314623244,0.415376756,12.28773946,"(6,9]"
3412.710243,6.787304971,0.124988855,0.356258358,2.162806474,0.039374164,43.49888555,124.5011145,0.992251336,3.066258358,0.671247214,10.14988855,"(6,9]"
3284.023238,6.734107928,0.150697135,0.342946036,2.504647569,0.041387555,41.97676215,123.6356829,0.991952332,3.07,0.663178414,10.37286343,"(6,9]"
3197.317677,6.71256339,0.118743661,0.367538034,2.149239314,0.039376902,44.00507124,125.8794373,0.992076422,3.08381973,0.678794373,10.25076069,"(6,9]"
1239.627809,7.391479396,0.429069523,0.37,3.355828642,0.036992158,36.82174623,122.8991106,0.990474438,3.106434925,0.470078417,13.09921583,"(6,9]"
1285.297831,7.402179254,0.379564149,0.42539953,2.498547164,0.040496368,31.47457537,120.9491507,0.990355448,3.135472172,0.475326888,13.14745754,"(6,9]"
1207.099958,7.600339558,0.452508489,0.338728778,3.575594226,0.035996604,38.12712224,134.2542445,0.990600679,3.138796689,0.436254244,13.06220289,"(6,9]"
3228.240416,6.592044788,0.290795521,0.380453746,6.531231672,0.031556865,23.19328179,97.92044788,0.991217266,3.153977606,0.784089576,12.87613436,"(6,9]"
3378.166624,6.772460075,0.302934506,0.338261978,6.900902565,0.029275399,28.46725281,108.3476045,0.991450903,3.15,0.713769963,12.77065494,"(6,9]"
3187.90717,6.626517819,0.288674109,0.395303564,6.86270073,0.030867411,23.06071275,99.59106913,0.99134508,3.140718763,0.77215629,12.84696436,"(6,9]"
1286.357433,7.784345887,0.357955649,0.433609762,3.227804753,0.035782706,33.0607532,114,0.991479556,3.187348117,0.528434589,12.63130823,"(6,9]"
1387.509572,7.872005478,0.408600274,0.356002739,4.5,0.03055989,38.18035604,111.3405204,0.991965007,3.175598904,0.546998631,12.38600274,"(6,9]"
1611.493582,7.815007037,0.401500704,0.331753166,4.669985927,0.032124824,38.30014073,111.8751759,0.991915007,3.178499296,0.556998593,12.31500704,"(6,9]"
2454.674443,7.086715342,0.414218977,0.258671534,5.717956253,0.035222628,23.51167899,97.71094886,0.991007219,3.195547443,0.562226278,12.67109489,"(6,9]"
2652.696206,6.823854594,0.431743027,0.232385459,4.75413351,0.033032122,20.44497026,98.58715135,0.990424544,3.239357568,0.540321216,12.75871514,"(6,9]"
3156.764544,6.7,0.45752907,0.260901164,4.562936053,0.033168605,24.84302339,119.4505819,0.990389564,3.27752907,0.489098836,12.91686047,"(6,9]"
4590.586767,6.383040561,0.232923986,0.32,10.54931864,0.0404308,31.04679018,117.323592,0.995558752,3.292612051,0.535692005,10.57076014,"(6,9]"
4573.766024,6.667334799,0.22581663,0.32,9.862274236,0.040193888,26.07164102,113.2960903,0.995691423,3.318672357,0.538061123,10.6418337,"(6,9]"
4015.405029,6.554145648,0.262202081,0.271191677,12.44404161,0.042830312,46.05052017,121.5090637,0.99647241,3.114080233,0.548303121,10.15595839,"(6,9]"
280.7067808,7.001677818,0.300041945,0.489664436,4.695176274,0.036002097,17.00209727,104.9916109,0.991599161,3.259895136,0.679937082,12.39853191,"(6,9]"
280.581231,6.73844603,0.302906155,0.516155397,4.787184657,0.036871847,22.52169493,107.6155397,0.991396569,3.271624621,0.656750758,12.37093845,"(6,9]"
280.0060207,6.997290669,0.300030104,0.490270933,4.70090311,0.036009031,17.05719699,105.0270933,0.991597893,3.260120415,0.679759171,12.39969896,"(6,9]"
4516.436371,6.2,0.338376493,0.357564739,2.5,0.039560882,31.39853081,98.78971568,0.990971403,3.333985308,0.600405877,11.70405877,"(6,9]"
4855.588366,6.2,0.377528239,0.416292358,2.5,0.038092691,33.84551491,115.9186043,0.991299299,3.358455149,0.59061794,11.6061794,"(6,9]"
4693.143772,6.128737896,0.422757262,0.320233055,3.747086816,0.033724274,40.41358934,127.6893156,0.991519534,3.288737896,0.504485475,11.38621369,"(6,9]"
1193.722249,7.3,0.363284605,0.361094868,1.574940353,0.043296838,35.40632456,111.5158114,0.991014842,3.381094868,0.494841886,12.72968377,"(6,9]"
1342.786151,7.36427698,0.378751529,0.387676169,1.292830939,0.042517923,34.71446041,113.1606924,0.991016069,3.359468435,0.486427698,12.71606924,"(6,9]"
1365.924128,7.3,0.388122333,0.369165482,1.125035554,0.043,35.83309631,113.2503555,0.990996662,3.388956852,0.479165482,12.6979137,"(6,9]"
2756.953953,5.821941938,0.169451452,0.34,1.794514515,0.044616016,95.3965967,169.0674676,0.99038017,3.377257258,0.897805806,11.81097097,"(6,9]"
2863.258898,5.437273341,0.224408999,0.358136333,1.527955006,0.03139775,76.05003376,125.5659843,0.989814978,3.253045669,0.981613498,12.07204499,"(6,9]"
3295.725346,6.113489304,0.188809358,0.289841711,3.618237964,0.041865107,103.5237433,168.7460428,0.991873558,3.185636631,0.805953209,11.11032353,"(6,9]"
3123.113892,7.424634246,0.194926849,0.289853698,6.043534949,0.08049387,36.36219859,131.4646099,0.994363353,3.132609726,0.467243972,10.27536575,"(6,9]"
3091.047501,7.2059524,0.17,0.362261879,6.971428805,0.062690488,46.10713993,130.0238161,0.993330715,3.08535716,0.45523808,10.9642856,"(6,9]"
3219.441567,7.444639993,0.198927999,0.297855997,5.713440113,0.073992002,37.06239976,126.5632017,0.99424832,3.126608002,0.481247995,10.25536001,"(6,9]"
3076.315812,6.399210471,0.150039476,0.399960524,1.499605236,0.041992105,22.99473647,86.98289354,0.989718434,3.109973682,0.460039476,12.20065794,"(6,9]"
3315.470343,5.79243347,0.177730041,0.368486694,1.264315507,0.036302661,19.0756653,73.96216735,0.988546268,3.093026612,0.483568449,12.70756653,"(6,9]"
3305.560117,5.650858815,0.135257645,0.340171763,2.467700069,0.041965647,20.49141185,73.25429408,0.988850654,3.149656474,0.363229993,12.84914118,"(6,9]"
3246.838865,6.4,0.224506737,0.319389637,1.857274619,0.037755855,40.79347136,119.2207252,0.990746104,3.323662176,0.519013473,11.78168912,"(6,9]"
2665.341792,6.719644937,0.159178696,0.31,1.327857975,0.03527858,46.9267462,130.9678114,0.990955072,3.338446158,0.362785797,11.65982247,"(6,9]"
2275.910121,6.447557169,0.135244283,0.338534302,1.104885661,0.034951143,50.62214153,126.5862794,0.990963649,3.394267151,0.426091471,11.5,"(6,9]"
4255.946617,6.189202898,0.27892029,0.29,3.226135265,0.038477295,33.84661837,141.4772947,0.989477841,3.188466184,0.37107971,12.8,"(6,9]"
4080.375921,6.060422436,0.266042244,0.29,3.140281624,0.040194368,35.9929594,143.1943675,0.989452084,3.209929594,0.383957756,12.8,"(6,9]"
4321.038491,6.115796767,0.302280216,0.277719784,2.685989224,0.040070054,24.01785991,127.7197845,0.98951228,3.262101616,0.390700539,12.73859892,"(6,9]"
4226.653155,6.834760994,0.226684512,0.290053537,3.229942638,0.034663098,68.29942638,150.9839388,0.991737163,3.036630975,0.626309751,11.10107075,"(6,9]"
3982.067054,6.286589146,0.221341085,0.269329457,4.312248051,0.035798837,79.65891465,155.4577518,0.992632364,3.059387597,0.763352713,10.78046512,"(6,9]"
3637.918211,6.3,0.200937297,0.260468649,4.69062703,0.039812541,106.734649,167.4844866,0.992780937,3.069062703,0.750468649,10.7,"(6,9]"
1747.068693,6.428257794,0.144348441,0.362825779,1.573937652,0.034565156,44.41288968,139.8271943,0.991889164,3.417174221,0.639135972,11.14128897,"(6,9]"
1693.734785,6.475455942,0.134908812,0.367545594,1.196352463,0.035509119,46.7727971,122.8358608,0.991369985,3.412454406,0.554179304,11.37727971,"(6,9]"
1396.673053,6.411113219,0.236664138,0.334445287,1.355547125,0.039555471,42.66679312,114.8888678,0.990655566,3.214449081,0.483333966,11.32222644,"(6,9]"
3637.865624,6.45671881,0.272984357,0.359703167,1.832811897,0.017403129,21.52186172,75.95467362,0.990539422,3.245671881,0.711046929,11.81937428,"(6,9]"
3395.017447,6.634434751,0.201744941,0.39,1.4,0.026273622,15.13681087,82.13217018,0.991033397,3.241037683,0.682782624,11.3,"(6,9]"
3638.081906,6.445904717,0.276228585,0.352133302,1.940952828,0.016754283,23.90096222,78.44191504,0.990451828,3.244590472,0.701314245,11.94914339,"(6,9]"
790.1372393,7.045981789,0.206398786,0.311800607,4.385197281,0.020639879,42.52084983,150.2827923,0.992393082,3.184404856,0.386398786,10.85401821,"(6,9]"
1068.133384,6.938445963,0.203844596,0.325537839,7.043077702,0.022184257,51.78486459,184.261959,0.993583068,3.25138446,0.37,11.1138446,"(6,9]"
1079.364171,6.456913741,0.248814787,0.344506161,7.711666357,0.024881479,61.84197164,179.1777819,0.993450988,3.333320949,0.384703697,11.39407394,"(6,9]"
2900.04836,7.085342991,0.137068598,0.287866425,10.04397103,0.04070686,38.43971027,97.35992757,0.995571726,3.183599276,0.399202173,9.8,"(6,9]"
2974.23256,6.784053139,0.163189372,0.282801771,10.22801771,0.039,32.36212558,110.2369888,0.994956168,3.132414171,0.430387601,10.59180516,"(6,9]"
2939.686133,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,"(6,9]"
2876.412394,6.579654813,0.293051778,0.31,3.833878142,0.027457767,38.89827406,95.79654813,0.990300663,3.241525889,0.596439592,12.61017259,"(6,9]"
2894.564321,6.594064234,0.290593577,0.307625693,3.905935766,0.027652934,38.88128467,96.05935766,0.990344658,3.237625693,0.6,12.6,"(6,9]"
2899.729927,6.553889584,0.296916562,0.31,3.750141146,0.028037484,38.76944792,95.53889584,0.990238182,3.243458281,0.591930677,12.62305521,"(6,9]"
4672.79239,5.227316494,0.203853789,0.311365825,1.781949482,0.047726835,17.27316494,61.81949482,0.989491074,3.235219614,0.366585438,12.06146211,"(6,9]"
3293.905049,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,"(6,9]"
3303.300442,5.69417035,0.148251105,0.34883407,2.099552025,0.040233186,20.0582965,73.47085175,0.988757534,3.13233186,0.400044797,12.80582965,"(6,9]"
2987.4154,6.869416704,0.251237517,0.31,7.663583741,0.036652916,37.16500222,127.5945869,0.991898833,3.006116659,0.362233319,11.93470835,"(6,9]"
3245.777314,6.93151351,0.289454053,0.303151351,8.55210808,0.029151351,39.5210808,121.5086477,0.991632654,2.986848649,0.357940543,12.20545947,"(6,9]"
3073.725648,6.96859361,0.300578083,0.306859361,8.848748883,0.032859361,42.48748883,131.5202748,0.991918171,2.983140639,0.331984473,12.09421917,"(6,9]"
1267.002096,7.779193198,0.199596599,0.39416136,1.779193198,0.036912952,61.58386395,178.5435238,0.99145775,3.121210204,0.731273878,12.30870477,"(6,9]"
1451.075257,7.820396386,0.242634218,0.371643252,1.983567476,0.032980181,62.40792772,175.512795,0.991122378,3.096118916,0.717365782,12.47762168,"(6,9]"
1294.126668,7.550791678,0.229936666,0.399968333,1.8,0.03549525,57.01583355,172.5237503,0.991049842,3.189683329,0.570570008,12.40063334,"(6,9]"
4229.288983,5.409077213,0.221815443,0.350680791,6.463691148,0.02922693,25.90922787,86.97730697,0.990890726,3.288638418,0.443177025,12.51361582,"(6,9]"
4357.874001,5.684222463,0.276844493,0.371316685,5.363110149,0.036105562,23.15777537,86.28944384,0.990003383,3.247366631,0.539477862,12.92633369,"(6,9]"
4397.294474,5.4,0.258996692,0.335819385,5.613711555,0.029354515,26.35451538,94.44482294,0.990703746,3.293545154,0.436454846,12.39364539,"(6,9]"
2922.920187,5.226922626,0.157795811,0.329585806,1.602070971,0.028144968,13.22780684,59.41419425,0.989766154,3.299378709,0.836893543,11.88964514,"(6,9]"
2260.633287,6.306355973,0.142234354,0.321489569,2.536147362,0.035659388,17.25521528,84.53129169,0.992005264,3.385104306,0.754895694,11.55958278,"(6,9]"
2881.242705,5.718007115,0.202483986,0.321366548,1.6,0.042676868,34.5836298,90.08042691,0.98949963,3.239565837,0.926334519,12.3316726,"(6,9]"
1444.530805,7.848524244,0.166863434,0.58166081,16.51955961,0.051029515,66.25462634,210.4289646,1.00015978,3.148284141,0.501420707,9.231365658,"(6,9]"
1861.324617,7.656157869,0.192512284,0.363645585,14.72414011,0.054876843,55.99508636,212.0320178,0.99926207,3.141871929,0.469359645,8.974877159,"(6,9]"
1816.204974,7.67698232,0.189735691,0.387246629,14.91850165,0.054460354,57.10572371,211.8584807,0.999359251,3.142566077,0.472830387,9.002643093,"(6,9]"
1511.562783,9.190650785,0.179532539,0.49,1.476626963,0.040906508,39.32722252,130.0467461,0.994429881,3.042337304,0.490934921,9.832722252,"(6,9]"
1515.673598,8.553769789,0.175577878,0.49,1.055778776,0.035653273,35.95982026,103.1106118,0.992609549,3.039799101,0.60482392,10.44422122,"(6,9]"
1615.638713,8.148973905,0.144469217,0.49,1.425513048,0.035595896,42.59589562,121.638713,0.992829795,3.234674436,0.41638713,10.58510261,"(6,9]"
4312.306883,6.493951007,0.219395101,0.270725879,1.653231135,0.038963706,35.92741209,115.9395101,0.99180226,3.379274121,0.57012098,10.98951508,"(6,9]"
4546.271285,6.165349319,0.186534932,0.310158082,4.544925994,0.036992096,31.98419183,112.6534932,0.993011515,3.339841918,0.576693014,10.41993882,"(6,9]"
4388.521353,6.386908213,0.208690821,0.283571014,2.595207729,0.038321449,34.64289855,114.8690821,0.992196178,3.366428986,0.572261836,10.80397423,"(6,9]"
2276.033055,7.4,0.18,0.259188391,1.4,0.045081161,25.98898178,104.0811609,0.993833838,3.527675357,0.624649287,10.5,"(6,9]"
2097.92507,7.334698445,0.197413748,0.255237029,1.574137479,0.046346984,22.74137479,110.7887807,0.993801703,3.480819067,0.64,10.58706874,"(6,9]"
2152.846836,7.319208676,0.184039566,0.268276963,1.4,0.046596043,27.46330592,117.714742,0.993858277,3.447287808,0.611723037,10.37881301,"(6,9]"
1884.54997,8.171470646,0.202823483,0.294264677,9.241763195,0.03984999,44.28087567,145.1352837,0.995884704,3.037147065,0.404235224,10.12852935,"(6,9]"
1904.39338,8.132562,0.2339504,0.313719,10.25338799,0.04646446,48.75536998,152.13884,0.996818512,3.0332562,0.4509256,10.167438,"(6,9]"
1872.818473,8.194473582,0.184421134,0.282763209,8.64368687,0.035939491,41.63553808,140.9947553,0.995332634,3.039447358,0.376631702,10.10552642,"(6,9]"
3938.470504,6.757459261,0.473205188,0.251491852,5.572377784,0.036723778,29.55244431,123.6188892,0.990042541,3.114254074,0.342319256,12.95462321,"(6,9]"
3471.120003,6.710685992,0.475342996,0.286794202,4.851516923,0.03442744,28.78628016,133.5725603,0.990500158,3.270765215,0.439696615,13,"(6,9]"
3401.318307,6.8,0.480382848,0.316595932,5.303828478,0.035170203,27.56595932,144.7149422,0.990565959,3.11,0.343574711,12.66042441,"(6,9]"
4161.411817,6.830882429,0.185147071,0.344852929,5.111763999,0.051941171,53.92647286,143.5147071,0.992699117,3.0927941,0.542058829,11.03088243,"(6,9]"
4329.068742,7.327175095,0.176992478,0.322717509,1.539849557,0.040058003,50.64124526,127.5542415,0.991793083,3.037572503,0.650870038,10.69419975,"(6,9]"
4346.359126,7.078121686,0.236016536,0.297812169,2.561712951,0.034218783,61.78121686,147.4530422,0.991105531,3.028359126,0.555077379,11.34922621,"(6,9]"
4004.020588,6.89030514,0.330969486,0.288282477,7.79473411,0.028828248,34.07480375,118.7091542,0.991734099,3.142687009,0.618282477,12.70969486,"(6,9]"
3599.620763,6.98315678,0.319326271,0.27,6.995572036,0.027370551,37,121.157839,0.991603176,3.151684322,0.6,12.6,"(6,9]"
3384.377449,6.918808669,0.303761734,0.334953065,7.302978328,0.02821787,34.15830341,117.1285201,0.99164594,3.121583034,0.595940433,12.55940433,"(6,9]"
2989.151658,6.735018419,0.18,0.28,10.05992632,0.039,29,114.2996316,0.994469384,3.11,0.45,10.9,"(6,9]"
2993.447075,6.782745276,0.18,0.28,9.869018894,0.039,29,113.3450945,0.994168705,3.11,0.45,10.9,"(6,9]"
2991.839508,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,"(6,9]"
4276.317529,6.373270117,0.229504741,0.279504741,1.473270117,0.038049526,37.90094825,113.1485776,0.991532877,3.367327012,0.566831753,10.93663506,"(6,9]"
4012.223103,6.41768732,0.214512488,0.267256244,1.4628122,0.041195005,37.6462536,116.8231268,0.991725125,3.40743756,0.578231268,11,"(6,9]"
4299.097346,6.464389384,0.222670796,0.272670796,1.564389384,0.03873292,36.53415924,115.1987611,0.991710559,3.376438938,0.569109735,10.98219469,"(6,9]"
3369.244324,6.63784985,0.211892493,0.293784985,5.643336338,0.030513994,41.10750749,108.8387388,0.99124112,2.947032433,0.42243003,11.5756997,"(6,9]"
3386.45718,6.76298692,0.226298692,0.316077907,5.398896076,0.027696105,39.08831393,105.6740262,0.991022208,2.972376599,0.397402616,11.85857122,"(6,9]"
3205.371187,6.713717043,0.215685852,0.301371704,6.231307085,0.033548682,37.31414784,114.5287782,0.991483895,2.981172669,0.407256591,11.72743409,"(6,9]"
710.4209417,6.242420289,0.231919324,0.310403382,1.617176329,0.052444372,42.02016908,181.7169807,0.993476773,3.53091087,0.544040338,10.12121014,"(6,9]"
508.1001756,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,"(6,9]"
1070.439768,5.470110582,0.255139698,0.239720605,4.360200868,0.037402212,46.05587906,162.4301512,0.994859779,3.776257279,0.517290454,10.37849244,"(6,9]"
1408.944742,7.3,0.205779006,0.442662982,15.1292265,0.04958453,47.1071822,131.6331491,0.9998,3.388441988,0.386298344,9.1,"(6,9]"
1253.414727,7.854147266,0.22,0.415832779,14.63125416,0.043583278,44.89581948,156.0199049,1.000195819,3.241254157,0.631658906,8.704180525,"(6,9]"
1197.187799,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,"(6,9]"
1120.559113,7.632610427,0.465347791,0.330695583,3.939566256,0.032197831,37.59349385,137.1978313,0.990986088,3.169304417,0.423956626,12.63956626,"(6,9]"
611.8496256,6.856006573,0.501996714,0.355600657,3.631980281,0.031759737,28.80032865,123.561709,0.990487987,3.192792112,0.463587511,12.41996714,"(6,9]"
1039.851689,7.29772485,0.472045503,0.344091006,3.73863491,0.031193175,34.57952365,136.1931746,0.99071818,3.155908994,0.403863491,12.43863491,"(6,9]"
908.6635702,5.879140577,0.227825524,0.255739581,2.929961123,0.036573958,43.49557329,153.5651047,0.99397737,3.607648455,0.638697906,10.5,"(6,9]"
1281.786969,5.494152057,0.22394319,0.243868004,5.302548044,0.03510944,50.21888065,168.1821224,0.995089056,3.756207181,0.487811194,10.52773601,"(6,9]"
930.3072486,5.602948618,0.251344325,0.24731135,3.743452845,0.040058972,44.53773008,164.3278374,0.994594103,3.742098927,0.522983512,10.28360813,"(6,9]"
1441.664298,6.017154292,0.402928857,0.314142285,5.179919956,0.032828457,49.70711427,137.836772,0.99220502,3.515857715,0.641506003,12.26569142,"(6,9]"
1086.08659,5.976270152,0.387796776,0.324576209,5.816951636,0.033389839,47.55935515,123.0339521,0.991877968,3.487118955,0.583050806,12.5,"(6,9]"
639.154523,6.227073781,0.347668195,0.339624427,5.215022927,0.03138341,39.53363902,109.9921634,0.991476682,3.411877866,0.593082951,12.5,"(6,9]"
1387.818415,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,"(6,9]"
2065.018266,5.488330289,0.495583486,0.13,4.779174278,0.032858166,14.20825722,110.974863,0.990750251,3.453500913,0.888833029,13.58833029,"(6,9]"
1767.721368,5.537879772,0.493106011,0.13,4.65530057,0.035583387,15.4469943,113.2045897,0.990727954,3.438636068,0.893787977,13.63787977,"(6,9]"
730.8919068,6.781945475,0.241852127,0.387268484,11.48381245,0.03636109,60,157.7408507,0.997536809,3.172731516,0.559120611,9.808793891,"(6,9]"
996.6303727,6.881433636,0.225183818,0.382224273,10.31663591,0.039814336,59.02803409,150.1663591,0.997295358,3.151856636,0.533520227,10.02591909,"(6,9]"
1778.960895,7.912754476,0.254650128,0.338024808,10.97962788,0.050127545,53.50310102,156.7962788,0.997553189,3.048724552,0.49668734,10.17325064,"(6,9]"
2997.503384,6.758276939,0.18,0.28,9.966892242,0.039,29,113.8344612,0.994322855,3.11,0.45,10.9,"(6,9]"
2998.314678,6.744755359,0.18,0.28,10.02097856,0.039,29,114.1048928,0.994408041,3.11,0.45,10.9,"(6,9]"
2993.758419,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,"(6,9]"
2082.55531,7.241476804,0.19,0.285113917,1.4,0.04807384,38.65907218,123.3864948,0.993866819,3.418805928,0.607329124,10.32443041,"(6,9]"
2254.917445,7.384645027,0.181535497,0.283858011,1.4,0.043381948,35.07484814,101.9212984,0.993836929,3.538464503,0.609212984,10.5,"(6,9]"
1963.476822,7.204495907,0.19,0.307302456,1.4,0.046224795,37.1798363,133.7411459,0.993896403,3.348542224,0.574046317,10.21348772,"(6,9]"
4804.480858,6.1,0.351675782,0.28,5.979682605,0.023903613,32.69550788,132,0.99180609,3.179036133,0.389036133,11.41040527,"(6,9]"
4820.924026,6.1,0.343845702,0.28,6.13302167,0.023185856,31.78199856,132,0.99182436,3.17185856,0.38185856,11.42019287,"(6,9]"
4714.91158,5.417113161,0.329755526,0.309266579,4.06356317,0.029779974,27.04889475,108.586737,0.990348382,3.296332894,0.428288684,12.18166447,"(6,9]"
4682.628572,6.026549452,0.281991209,0.518672527,6.173450548,0.028663736,37.33186815,104.4646154,0.991628585,3.273362637,0.511327473,11.80663736,"(6,9]"
4746.278853,6.216758264,0.29625687,0.509162087,5.983241736,0.033418957,39.7094783,107.7932696,0.991761731,3.225810434,0.520837913,11.85418957,"(6,9]"
4783.636528,6.337343162,0.305300737,0.503132842,5.862656838,0.036433579,41.21678953,109.9035053,0.99184614,3.195664209,0.526867158,11.88433579,"(6,9]"
2738.658856,7.6,0.397203776,0.283981122,4.752604111,0.031398112,29.20377569,98.76302055,0.991641706,3.18085286,0.614407551,12.35592449,"(6,9]"
2753.185179,7.6,0.394081338,0.299593312,4.253014002,0.032959331,26.08133751,96.26507001,0.991554277,3.137138725,0.608162675,12.41837325,"(6,9]"
2728.618179,7.6,0.398996754,0.275016232,5.039480591,0.030501623,30.99675369,100.197403,0.991691909,3.205954552,0.617993507,12.32006493,"(6,9]"
266.311171,6.913595124,0.227039269,0.321117806,2.497582933,0.032271902,23.72809753,123.6646583,0.99,3.177039269,0.479365608,12.6,"(6,9]"
334.3278158,6.890183631,0.214509182,0.283527545,2.084969395,0.030150306,26.15030605,139,0.990082668,3.178036726,0.590460213,12.58496939,"(6,9]"
268.1595087,6.924467698,0.228670155,0.326010464,2.535636943,0.032489354,23.51064604,122.1968608,0.99,3.178670155,0.466862147,12.6,"(6,9]"
3489.121037,6.865313916,0.286937217,0.296531392,7.571592226,0.025653139,34.22511324,106.7565048,0.991154135,3.003874434,0.359188349,12.50811651,"(6,9]"
3460.479156,6.875543159,0.284891368,0.297554316,7.78640633,0.025755432,35.04345269,108.5977685,0.991223693,2.999782737,0.365325895,12.44674105,"(6,9]"
3634.284895,6.639510191,0.348146943,0.28197551,6.119755095,0.028209796,15.35836622,93.39510191,0.990573584,3.158391847,0.279877548,12.8197551,"(6,9]"
2694.715803,7.13363571,0.166704464,0.293318215,11.89682505,0.048331821,40.32048234,111.6477681,0.996465366,3.186636429,0.39674982,9.600226782,"(6,9]"
2713.206529,7.247424792,0.180928099,0.28762876,10.70203969,0.047762876,35.48444635,104.5359505,0.995976073,3.175257521,0.428041818,9.685568594,"(6,9]"
2708.238113,7.216849925,0.177106241,0.289157504,11.02307579,0.04791575,36.78387818,106.4468797,0.996107545,3.178315007,0.419633729,9.662637444,"(6,9]"
3124.313137,6.541922105,0.248384421,0.315269263,7.294614737,0.034149958,11.21541052,82.05385263,0.992782386,3.087423368,0.512154105,11.13653684,"(6,9]"
2816.757192,6.479835355,0.217006174,0.319002058,7.110185225,0.028598765,15.19958839,84.99588389,0.99300499,3.131995884,0.547006174,10.9498971,"(6,9]"
3484.37868,6.697570034,0.279514007,0.310080999,7.398380023,0.040894701,7.064799082,81.01619977,0.992543726,3.04072899,0.470647991,11.39595006,"(6,9]"
4144.593082,6.862471012,0.442494202,0.264370652,4.831351458,0.035,20.00231905,86.56757291,0.99048993,3.12,0.375011595,12.57380701,"(6,9]"
4195.268851,6.816028976,0.433205795,0.257404346,4.993898585,0.035,23.71768194,94.69492925,0.99037847,3.12,0.39358841,12.66514301,"(6,9]"
3994.110342,6.872103231,0.451394838,0.27,4.769741923,0.035557935,19.51070923,82.23174154,0.990679034,3.125579354,0.371158708,12.48605162,"(6,9]"
3769.03721,4.8,0.248692922,0.225477169,10.50954337,0.034678425,21.64315059,111.2261416,0.992853071,3.505228314,0.325228314,11.6582991,"(6,9]"
3575.666044,4.900595447,0.2161475,0.21782409,9.831150027,0.036888227,20.24140885,116.2473633,0.993212057,3.626468184,0.475529091,12.04351819,"(6,9]"
3242.240704,5.006174211,0.292469684,0.251234842,7.794634204,0.026691289,35.555679,123.6832053,0.992532135,3.453825789,0.418147737,11.37530316,"(6,9]"
4699.78846,6.079349107,0.285951183,0.516032545,6.120650893,0.029983728,37.99186384,105.3886094,0.991665544,3.260162723,0.513967455,11.81983728,"(6,9]"
4674.094756,5.998463413,0.280128049,0.519462195,6.194365847,0.028005122,36.97439021,104.0102439,0.991606671,3.28005122,0.509795122,11.80102439,"(6,9]"
4817.797946,6.141672853,0.350836426,0.449163574,3.57905222,0.035083643,34.87490721,113.2087354,0.991404574,3.336669141,0.566669141,11.65832715,"(6,9]"
1324.58035,6.918700911,0.272519636,0.303740182,1.543897268,0.045129909,44.69093626,130.316918,0.991837402,3.316338361,0.387480364,11.11870091,"(6,9]"
868.9974343,7.062751451,0.221174565,0.313724855,2.868786287,0.026959768,39.62751451,134.9227758,0.992094127,3.17,0.401174565,10.94899419,"(6,9]"
1070.280879,6.992523578,0.236261789,0.322242927,1.329905689,0.036925236,38.55141467,121.3551871,0.992085979,3.172990569,0.428971707,11.17009431,"(6,9]"
