X,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,BQ2_quality
2454,6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,"[3,6]"
2510,8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9,"[3,6]"
645,6.4,0.24,0.29,11.4,0.051,32,166,0.9968,3.31,0.45,9.5,"[3,6]"
4817,6.1,0.41,0.2,12.6,0.032,54,136,0.99516,2.91,0.43,10.6,"[3,6]"
456,6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,"[3,6]"
3526,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,"[3,6]"
3136,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"[3,6]"
39,7.3,0.24,0.39,17.95,0.057,45,149,0.9999,3.21,0.36,8.6,"[3,6]"
614,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,"[3,6]"
3363,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,"[3,6]"
2733,7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,"[3,6]"
4446,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,"[3,6]"
4440,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,"[3,6]"
2541,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,"[3,6]"
1467,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,"[3,6]"
2473,8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,"[3,6]"
3269,7.5,0.33,0.36,2.6,0.051,26,126,0.99097,3.32,0.53,12.7,"[3,6]"
985,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,"[3,6]"
3141,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"[3,6]"
3845,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,"[3,6]"
857,8.2,0.38,0.49,13.6,0.042,58,166,0.99855,3.1,0.54,9.4,"[3,6]"
3066,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,"[3,6]"
1612,8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,"[3,6]"
2803,5.6,0.15,0.31,5.3,0.038,8,79,0.9923,3.3,0.39,10.5,"[3,6]"
1964,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,"[3,6]"
1003,6.4,0.28,0.43,7.1,0.045,60,221,0.9952,3.09,0.45,9.4,"[3,6]"
4276,5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,"[3,6]"
3774,5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,"[3,6]"
3222,6.6,0.24,0.38,12.75,0.034,8,74,0.99386,3.1,0.57,12.9,"[3,6]"
1570,6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,"[3,6]"
2454,6.3,0.2,0.26,1.6,0.027,36,141,0.99268,3.53,0.56,10.8,"[3,6]"
2753,7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,"[3,6]"
1072,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,"[3,6]"
4778,5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,"[3,6]"
4555,6,0.23,0.34,1.3,0.025,23,111,0.98961,3.36,0.37,12.7,"[3,6]"
316,6.8,0.28,0.6,1.1,0.132,42,127,0.9934,3.09,0.44,9.1,"[3,6]"
3136,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"[3,6]"
4404,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,"[3,6]"
2436,6.4,0.35,0.35,5.6,0.034,9,148,0.99441,3.17,0.5,9.8,"[3,6]"
3108,7.7,0.25,0.49,2.5,0.047,31,169,0.99252,3.07,0.57,10.6,"[3,6]"
2268,6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,"[3,6]"
2937,5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,"[3,6]"
4795,6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,"[3,6]"
4144,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,"[3,6]"
1852,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,"[3,6]"
3706,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"[3,6]"
3710,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,"[3,6]"
2243,6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,"[3,6]"
1050,6.1,0.37,0.36,4.7,0.035,36,116,0.991,3.31,0.62,12.6,"[3,6]"
2962,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,"[3,6]"
636,5.9,0.14,0.25,4.5,0.027,34,140,0.9934,3.49,0.51,10.8,"[3,6]"
808,6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,"[3,6]"
1852,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,"[3,6]"
659,6.6,0.27,0.25,3.1,0.052,41,188,0.9915,3.24,0.4,11.3,"[3,6]"
936,6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9,"[3,6]"
2480,6.6,0.24,0.3,13,0.052,18,143,0.99825,3.37,0.49,9.4,"[3,6]"
2562,6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,"[3,6]"
2543,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,"[3,6]"
465,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,"[3,6]"
1200,7.4,0.25,0.37,6.9,0.02,14,93,0.9939,3,0.48,10.7,"(6,9]"
3030,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,"(6,9]"
3697,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,"(6,9]"
4630,5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,"(6,9]"
3450,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,"(6,9]"
2535,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,"(6,9]"
3274,6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8,"(6,9]"
2999,6,0.32,0.3,1.3,0.025,18,112,0.98802,3.07,0.64,13.3,"(6,9]"
4005,6.5,0.38,0.26,5.2,0.042,33,112,0.99067,3.06,0.5,12.3,"(6,9]"
3306,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,"(6,9]"
789,5.8,0.34,0.16,7,0.037,26,116,0.9949,3.46,0.45,10,"(6,9]"
3506,6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,"(6,9]"
1831,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,"(6,9]"
1254,7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,"(6,9]"
4648,5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,"(6,9]"
779,6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,"(6,9]"
2902,6.5,0.22,0.32,2.2,0.028,36,92,0.99076,3.27,0.59,11.9,"(6,9]"
971,5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,"(6,9]"
159,5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,"(6,9]"
3163,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"(6,9]"
3910,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,"(6,9]"
1401,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,"(6,9]"
4786,6.9,0.25,0.29,2.4,0.038,28,76,0.99088,3.01,0.36,11.7,"(6,9]"
2300,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,"(6,9]"
890,6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,"(6,9]"
2960,7.3,0.4,0.26,5.45,0.016,26,90,0.98951,2.84,0.54,13.2,"(6,9]"
1532,8.1,0.3,0.49,8.1,0.037,26,174,0.9943,3.1,0.3,11.2,"(6,9]"
1247,8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6,"(6,9]"
2931,5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,"(6,9]"
849,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,"(6,9]"
438,6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,"(6,9]"
2176,7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,"(6,9]"
4412,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,"(6,9]"
2301,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,"(6,9]"
3480,5.9,0.32,0.28,4.7,0.039,34,94,0.98964,3.22,0.57,13.1,"(6,9]"
578,7.1,0.22,0.33,2.8,0.033,48,153,0.9899,3.15,0.38,12.7,"(6,9]"
2775,7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,"(6,9]"
3831,4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,"(6,9]"
3001,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,"(6,9]"
4320,6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.89333333,"(6,9]"
1399,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,"(6,9]"
2172,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,"(6,9]"
2701,6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,"(6,9]"
1834,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,"(6,9]"
2653,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,"(6,9]"
3220,6.2,0.35,0.31,2.6,0.036,37,92,0.98938,3.27,0.53,12.8,"(6,9]"
3491,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8,"(6,9]"
4105,6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,"(6,9]"
3673,7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,"(6,9]"
1688,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,"(6,9]"
3674,5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,"(6,9]"
3997,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,"(6,9]"
1921,8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,"(6,9]"
3755,5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,"(6,9]"
3458,6.1,0.105,0.31,1.3,0.037,55,145,0.9912,3.41,0.41,11.1,"(6,9]"
3244,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3,"(6,9]"
1515,7.4,0.19,0.49,9.3,0.03,26,132,0.994,2.99,0.32,11,"(6,9]"
1333,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,"(6,9]"
1409,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,"(6,9]"
2839,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,"(6,9]"
1396,6.9,0.19,0.33,1.6,0.039,27,98,0.9898,3.09,0.46,12.3,"(6,9]"
2508,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3,"(6,9]"
2208,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,"(6,9]"
3316,5.8,0.18,0.37,1.2,0.036,19,74,0.98853,3.09,0.49,12.7,"(6,9]"
3097,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3,"(6,9]"
2314,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,"(6,9]"
3471,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,"(6,9]"
1366,6.7,0.13,0.28,1.2,0.046,35,140,0.9927,3.33,0.33,10.1,"(6,9]"
433,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,"(6,9]"
3451,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5,"(6,9]"
2186,7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5,"(6,9]"
2585,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,"(6,9]"
556,9.2,0.25,0.34,1.2,0.026,31,93,0.9916,2.93,0.37,11.3,"(6,9]"
4572,5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,"(6,9]"
4887,6.2,0.21,0.28,5.7,0.028,45,121,0.99168,3.21,1.08,12.15,"(6,9]"
2343,7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,"(6,9]"
3742,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,"(6,9]"
3486,7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2,"(6,9]"
867,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,"(6,9]"
3948,6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,"(6,9]"
1198,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,"(6,9]"
3420,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,"(6,9]"
2804,5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,"(6,9]"
679,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,"(6,9]"
4787,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,"(6,9]"
2162,6.8,0.37,0.28,4,0.03,29,79,0.99,3.23,0.46,12.4,"(6,9]"
189,6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7,"(6,9]"
3099,5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,"(6,9]"
4768,6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,"(6,9]"
3728,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,"(6,9]"
4104,5.7,0.31,0.28,4.1,0.03,22,86,0.99062,3.31,0.38,11.7,"(6,9]"
881,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,"(6,9]"
1111,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,"(6,9]"
1039,7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,"(6,9]"
1495,7.7,0.35,0.49,8.65,0.033,42,186,0.9931,3.14,0.38,12.4,"(6,9]"
3751,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,"(6,9]"
830,7.1,0.16,0.36,1.2,0.043,21,90,0.9925,3.16,0.42,11,"(6,9]"
282,6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,"(6,9]"
3302,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,"(6,9]"
920,8.6,0.18,0.4,1.1,0.04,20,107,0.9923,2.94,0.32,10.2,"(6,9]"
804,6.6,0.21,0.31,11.4,0.039,46,165,0.99795,3.41,0.44,9.8,"(6,9]"
1684,7.2,0.25,0.28,14.4,0.055,55,205,0.9986,3.12,0.38,9,"(6,9]"
3449,6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,"(6,9]"
1395,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,"(6,9]"
3591,6.6,0.19,0.35,1.5,0.037,37,107,0.99006,3.18,0.68,12,"(6,9]"
4410,6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,"(6,9]"
1468,7.1,0.25,0.49,3,0.03,30,96,0.9903,3.13,0.39,12.3,"(6,9]"
837,7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9,"(6,9]"
78,7,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,"(6,9]"
4619,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,"(6,9]"
561,6.7,0.21,0.42,9.1,0.049,31,150,0.9953,3.12,0.74,9.9,"(6,9]"
2734,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,"(6,9]"
1779,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,"(6,9]"
3158,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,"(6,9]"
3469,6.6,0.16,0.36,1.1,0.031,27,93,0.98884,3.23,0.34,13.2,"(6,9]"
4674,6,0.28,0.52,6.2,0.028,37,104,0.99161,3.28,0.51,11.8,"(6,9]"
3680,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,"(6,9]"
3530,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,"(6,9]"
3310,6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,"(6,9]"
4140,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11,"(6,9]"
1506,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,"(6,9]"
3597,6.6,0.17,0.28,1.1,0.034,55,108,0.98939,3,0.52,11.9,"(6,9]"
979,7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,"(6,9]"
3019,6.8,0.22,0.31,6.9,0.037,33,121,0.99176,3.02,0.39,11.9,"(6,9]"
3072,6.5,0.36,0.38,10.2,0.028,20,82,0.99274,3.1,0.43,12.1,"(6,9]"
3249,6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,"(6,9]"
366,6,0.26,0.32,3.5,0.028,29,113,0.9912,3.4,0.71,12.3,"(6,9]"
3994,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,"(6,9]"
4085,6.5,0.33,0.24,14.5,0.048,20,96,0.99456,3.06,0.3,11.5,"(6,9]"
3906,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,"(6,9]"
792,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9,"(6,9]"
385,6,0.36,0.39,3.2,0.027,20,125,0.991,3.38,0.39,11.3,"(6,9]"
1554,6.9,0.3,0.49,7.6,0.057,25,156,0.9962,3.43,0.63,11,"(6,9]"
3379,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,"(6,9]"
3416,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,"(6,9]"
3976,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,"(6,9]"
1001,8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,"(6,9]"
375,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,"(6,9]"
2584,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,"(6,9]"
4308,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,"(6,9]"
3905,5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,"(6,9]"
2527,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5,"(6,9]"
3691,5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,"(6,9]"
95,7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,"(6,9]"
2555,6.4,0.15,0.44,1.2,0.043,67,150,0.9907,3.14,0.73,11.2,"(6,9]"
572,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6,"(6,9]"
1869,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,"(6,9]"
75,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,"(6,9]"
4835,5.9,0.37,0.3,1.5,0.033,35,95,0.98986,3.36,0.56,12,"(6,9]"
16,6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,"(6,9]"
650,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,"(6,9]"
3238,6.4,0.23,0.35,4.6,0.039,43,147,0.99216,3.18,0.4,11,"(6,9]"
4616,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.26666667,"(6,9]"
3913,6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,"(6,9]"
3277,6.6,0.23,0.3,4.6,0.06,29,154,0.99142,3.23,0.49,12.2,"(6,9]"
3964,6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,"(6,9]"
4668,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.15,"(6,9]"
1287,6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,"(6,9]"
3300,6.8,0.32,0.32,8.7,0.029,31,105,0.99146,3,0.34,12.3,"(6,9]"
3446,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,"(6,9]"
925,7.9,0.28,0.41,2,0.044,50,152,0.9934,3.45,0.49,10.7,"(6,9]"
4159,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,"(6,9]"
4066,6.6,0.5,0.26,11.3,0.029,32,110,0.99302,3.27,0.78,12.9,"(6,9]"
894,7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2,"(6,9]"
3307,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,"(6,9]"
4179,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,"(6,9]"
3604,7,0.32,0.27,7.1,0.027,37,122,0.99165,3.15,0.6,12.6,"(6,9]"
351,6.3,0.12,0.36,2.1,0.044,47,146,0.9914,3.27,0.74,11.4,"(6,9]"
4348,7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,"(6,9]"
2252,7.4,0.18,0.29,1.4,0.042,34,101,0.99384,3.54,0.6,10.5,"(6,9]"
3596,7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,"(6,9]"
1045,7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,"(6,9]"
3292,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,"(6,9]"
2317,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,"(6,9]"
917,7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,"(6,9]"
1447.89592,7.4,0.20278173,0.464436541,8.78873082,0.027869712,23.4436541,123.6918758,0.993978697,2.992130288,0.354084612,10.93609135,"(6,9]"
1336.727856,7.334265454,0.258034222,0.370730384,7.141026669,0.020584307,14.43823031,92.19657777,0.993815275,3.007303838,0.476348081,10.80225374,"(6,9]"
1560.718676,7.4,0.228432366,0.316080915,7.115676338,0.025931099,28.55815284,120.4987331,0.993522566,3.080878627,0.426080915,11.29310993,"(6,9]"
1287.044784,7.4,0.233420041,0.403159918,7.563198357,0.022763326,17.31599179,103.7769733,0.993927633,2.997236674,0.435786776,10.78289979,"(6,9]"
2055.446522,7.587683142,0.445615843,0.249359738,11.87390115,0.029689637,37.44329949,162.3201309,0.994871134,3.12,0.439359738,11.43103633,"(6,9]"
2406.690137,7.256348628,0.480423242,0.263941895,14.95634863,0.027126973,28.25394511,147.732783,0.995242539,3.125211621,0.495634863,12,"(6,9]"
3068.404501,7.013373306,0.446899548,0.304437782,12.66320821,0.022844977,26.62009036,139.4011992,0.994296408,3.137325339,0.468449774,12,"(6,9]"
3115.689697,6.899164773,0.416443939,0.323472538,9.846064392,0.021322197,32.71121212,135.9749432,0.993131481,3.160167045,0.45322197,12,"(6,9]"
3637.571487,6.51212927,0.17681939,0.389541829,1.368193905,0.043150951,37.8787073,113.5903048,0.990288464,3.149245244,0.710754756,11.69245244,"(6,9]"
3049.847109,6.486924498,0.190423574,0.353075502,2.373480728,0.048392265,37.69613252,128.9539599,0.991284088,3.1273849,0.702191526,11.3,"(6,9]"
2240.307387,6.595660526,0.228481184,0.244339474,3.841417096,0.045130184,36.06509212,137.652842,0.99216485,3.149132105,0.642386711,11.3,"(6,9]"
3518.038663,6.519307558,0.151051933,0.425086555,1.259653779,0.045929429,33.03462209,116.0346221,0.990767909,3.145792267,0.705259666,11.3,"(6,9]"
4210.970092,5.663779286,0.220866214,0.349566893,1.744882857,0.039405518,15.59448214,73.31889643,0.989401813,3.055944821,0.462755857,11.95078607,"(6,9]"
4548.912444,5.6,0.232672811,0.339389401,2.054953916,0.04118318,14.42741935,73,0.989758099,3.047937788,0.442062212,11.67937788,"(6,9]"
4705.47851,6.228987581,0.244838366,0.31580817,2.19353464,0.03954849,20.77371241,74.4515098,0.990327705,3.025484902,0.406454706,11.64838366,"(6,9]"
3561.241415,5.76267254,0.191198238,0.364400881,1.349309842,0.036933187,18.06681349,73.8133627,0.988768896,3.080668135,0.482534508,12.49469897,"(6,9]"
3467.206828,6.609580639,0.151532902,0.319616774,5.934851652,0.033019161,59.05748384,128.3832256,0.991906395,3.186934195,0.707125808,12.08467098,"(6,9]"
3810.339109,6.800634248,0.18210148,0.31197463,4.635687116,0.033401268,60.20380549,136.0253699,0.991635099,3.125797041,0.649809726,11.7789852,"(6,9]"
3429.11369,6.576265557,0.159493777,0.32,5.513443916,0.033593361,56.7452279,126.8132778,0.991779967,3.205427388,0.688639001,12.06439834,"(6,9]"
3580.472935,6.6,0.187013599,0.347760199,1.835970163,0.03670136,38.6425208,108.5678608,0.990198868,3.1807466,0.682239801,12.007466,"(6,9]"
2336.020156,7.347650948,0.202617453,0.309127516,1.608724842,0.038436242,32.69127369,114.1677832,0.991275906,3.243020126,0.396107389,11.88657705,"(6,9]"
1459.145129,6.989299977,0.185830005,0.337859995,1.384500038,0.043,20.26199985,91.84500038,0.99234133,3.163690001,0.434760003,10.88929998,"(6,9]"
960.3532817,7.077063939,0.165351748,0.355412788,1.238226769,0.043,20.84709292,90.38226769,0.992467125,3.160764535,0.423058142,10.97706394,"(6,9]"
2247.602923,6.877153578,0.226142321,0.313501876,1.680711606,0.044157304,19.77153578,94.80711606,0.992133652,3.168071161,0.463857679,10.73857679,"(6,9]"
2965.571305,6.48291094,0.221708906,0.32,2.148732819,0.029708906,36.68356242,96.44315572,0.990756582,3.27854453,0.579746564,11.88291094,"(6,9]"
